index	word	hiragana	meaning	meaning2	sentence	sentence meaning	group	level	set
37204	軍縮	ぐんしゅく	reduction of armaments	disarmament;  limitation of arms	世界[せかい]の<b> 軍縮[ぐんしゅく]</b>に 努[つと]めた 政治[せいじ] 家[か]が 亡[な]くなった	The politician who worked to reduce world armaments has passed away.	9k	34	6
37269	定規	じょうぎ	rule	ruler	線[せん]を 引[ひ]くなら<b> 定規[じょうぎ]</b>を 使[つか]って 引[ひ]きなさい	Use a ruler when you draw a line.	7k	23	8
37275	編み物	あみもの	knitting		母[はは]はよく<b> 編み物[あみもの]</b>をします	My mother often knits.	9k	31	5
37310	行き渡る	いきわたる	pervade		ブロードバンドは 現在[げんざい] 広[ひろ]く<b> 行き渡[いきわた]って</b>いる	Nowadays, broadband usage is widespread.	7k	25	9
37315	図示	ずし	diagram	illustration	次[つぎ]のページに 構造[こうぞう]が<b> 図示[ずし]</b>されています	The structure is shown in the figure on the following page.	8k	22	4
37329	難航	なんこう	rough going		交渉[こうしょう]は<b> 難航[なんこう]</b>しています	The negotiations are rough-going.	8k	29	3
37343	アイスコーヒー	アイスコーヒー	iced coffee		<b>アイスコーヒー</b>をください。	I'll have an iced coffee please.	1k	1	5
37370	気配り	きくばり	attention to detail		彼女[かのじょ]はいつでも 回[まわ]りの 人[ひと]たちへの<b> 気配[きくば]り</b>を 忘[わす]れない	She never forgets to consider those around her.	7k	10	5
37379	寝巻き	ねまき	pajamas		今夜[こんや]はもう<b> 寝巻[ねま]き</b>に 着替[きが]えてしまいました	I have already changed into my pajamas this evening.	10k	25	4
37384	絶交	ぜっこう	breaking off friendship		私[わたし]は 彼[かれ]と<b> 絶交[ぜっこう]</b>した	I broke off my friendship with him.	9k	28	6
37386	前書き	まえがき	foreword	preface	有名[ゆうめい]な 建築[けんちく] 家[か]がこの 本[ほん]の<b> 前書[まえが]き</b>を 書[か]いています	A famous architect is writing the preface of this book.	7k	16	2
37443	捻挫	ねんざ	sprain		転[ころ]んで 足首[あしくび]を<b>捻挫[ねんざ]</b>しました	I fell down and sprained my ankle.	10k	61	5
37470	先例	せんれい	precedent		この 取り組[とりく]みには<b> 先例[せんれい]</b>がありません	There is no precedent for this approach.	8k	14	10
37474	文房具	ぶんぼうぐ	stationery	writing materials	新[あたら]しい<b> 文房具[ぶんぼうぐ]</b>を 買[か]いました。	I bought some new stationery.	2k	38	5
37478	ハイキング	ハイキング	hiking		昨日[きのう]は 友人[ゆうじん]と<b>ハイキング</b>に 行[い]きました。	I went hiking with my friend yesterday.	2k	2	8
37509	本箱	ほんばこ	bookcase		雑誌[ざっし]を<b> 本箱[ほんばこ]</b>に 入[い]れました。	I put the magazine in the bookcase.	2k	16	9
37527	高音	こうおん	high-pitched sound		彼女[かのじょ]は 美[うつく]しい<b> 高音[こうおん]</b>で 歌[うた]う	She is a beautiful soprano singer.	7k	7	10
37530	継ぎはぎ	つぎはぎ	patching together		そのホームレスは<b> 継[つ]ぎはぎ</b>だらけの 服[ふく]を 着[き]ていた	The homeless person wore clothes covered with patches.	8k	36	9
37546	日日	ひにち	date		ミーティングの<b> 日[ひ]にち</b>を 間違[まちが]えました。	I mistook the date of the meeting.	3k	2	1
37651	善し悪し	よしあし	good or bad	right or wrong	慎重[しんちょう] 過[す]ぎるのも<b> 善[よ]し 悪[あ]し</b>だ	It is a mixed blessing to be overcautious.	10k	19	3
37842	うがい	うがい	gargling		冬[ふゆ]はまめに<b>うがい</b>をします。	I gargle a lot in winter.	3k 	3	5
37880	中和	ちゅうわ	neutralization		この 薬[くすり]は 毒[どく]を<b> 中和[ちゅうわ]</b>する	This medicine neutralizes poison.	8k	9	1
37909	奥行	おくゆき	depth	length	そのレストランは<b> 奥行[おくゆき]</b>がある	The restaurant extends far back.	7k	38	1
37910	資本家	しほんか	capitalist		日本[にほん]の<b> 資本[しほん] 家[か]</b>にとっては 難[むずか]しい 状況[じょうきょう]です	It is a difficult situation for Japanese financiers.	8k	21	3
37928	苦味	にがみ	bitter taste		薬[くすり]の<b> 苦味[にがみ]</b>が 舌[した]に 残[のこ]っています	I can still taste the bitterness of the medicine on my tongue.	9k	11	1
38000	慣らす	ならす	accustom oneself to	accustom someone to	水[みず]の 温度[おんど]に 体[からだ]を<b> 慣[な]らして</b>から、 潜[もぐ]ったほうがいいぞ。	You should get used to the water temperature first before you dive in.	3k	25	10
38077	一風	いっぷう	eccentric		彼[かれ]の 服装[ふくそう]は<b> 一風[いっぷう]</b> 変[か]わっている	His clothes are eccentric.	7k	7	4
38126	直通	ちょくつう	direct link		これは 私[わたし]の<b> 直通[ちょくつう]</b>の 電話[でんわ] 番号[ばんごう]です。	This is my direct phone number.	4k	7	6
38138	天災	てんさい	natural disaster		<b> 天災[てんさい]</b>を 防[ふせ]ぐことはできません。	Natural disasters cannot be prevented.	5k	20	4
38180	売り切れる	うりきれる	sell out	go out of stock	その 本[ほん]は 直[す]ぐ<b> 売[う]り 切[き]れた</b>。	The books sold out quickly.	1k	5	9
38193	中性	ちゅうせい	neuter gender		この 服[ふく]は<b> 中性[ちゅうせい]</b> 洗剤[せんざい]で 洗[あら]ってください	Please wash these clothes with detergent.	7k	14	6
38224	近眼	きんがん	near-sightedness	short-sightedness	彼女[かのじょ]は<b> 近眼[きんがん]</b>です。	She is nearsighted.	6k	32	8
38236	気掛かり	きがかり	anxiety	concern	仕事[しごと]の 進[すす]み 具合[ぐあい]が<b> 気掛[きが]かり</b>です	I am concerned about the progress of the work.	9k	25	10
38240	買い占める	かいしめる	buy up		彼[かれ]らはその 会社[かいしゃ]の 株[かぶ]を<b> 買い占[かいし]めよう</b>としている	They are trying to buy up the company's shares.	9k	26	2
38256	水臭い	みずくさい	not frank	watery	そんな 大切[たいせつ]なことを 話[はな]してくれなかったなんて<b> 水臭[みずくさ]い	It was stand-offish of you not to talk to me about such an important affair.	7k	20	1
38261	大別	たいべつ	division into major classes		この 装置[そうち]には<b> 大別[たいべつ]</b>すると 4つの 機能[きのう]がある	In this device, there are broadly speaking four functions.	8k	11	2
38313	著す	あらわす	write (a book)	to write;  to publish	この 本[ほん]では 自然[しぜん]の 大切[たいせつ]さがよく<b> 著[あらわ]されて</b>いるよ。	The importance of nature is well written in this book.	6k	33	6
38323	慣れ	なれ	getting used to	habituation	仕事[しごと]には<b> 慣[な]れ</b>も 必要[ひつよう]です。	Getting used to the work is also necessary in any job.	3k	25	10
38330	有り様	ありさま	condition	sight	事故[じこ]の 現場[げんば]はひどい<b> 有り様[ありさま]</b>でした	The accident scene was awful.	7k	13	5
38350	母国語	ぼこくご	one's native language		彼[かれ]の<b> 母国[ぼこく] 語[ご]</b>は 英語[えいご]です	His mother tongue is English.	8k	10	1
38367	すいすい	すいすい	smoothly		池[いけ]で 蛙[かえる]が<b>すいすい</b> 泳[およ]いでいた	The frog was swimming smoothly in the pond.	9k 	9	5
38437	口答え	くちごたえ	back talk		先生[せんせい]に<b> 口答[くちごた]え</b>してはいけません	Do not talk back to the teacher.	8k	8	2
38486	入れ歯	いれば	dentures	false teeth	祖母[そぼ]は<b> 入れ歯[いれば]</b>を 新[あたら]しくした	My grandmother replaced her false teeth.	8k	12	2
38500	ガソリンスタンド	ガソリンスタンド	gas station		この 近[ちか]くに<b>ガソリンスタンド</b>はありますか。	Is there a gas station nearby?	2k	2	4
38510	捕らわれる	とらわれる	be caught		私[わたし]は 先入観[せんにゅうかん]に<b> 捕[と]らわれて</b>いました	I was misled by my own preconceived notions.	8k	25	6
38577	横文字	よこもじ	European language		父[ちち]は<b> 横文字[よこもじ]</b>が 苦手[にがて]だ	My father can't read European languages.	8k	10	8
38582	洋裁	ようさい	western-style dressmaking		母[はは]は<b> 洋裁[ようさい]</b>が 得意[とくい]だ	My mother is good at dressmaking.	9k	23	3
38583	目薬	めぐすり	eye drops		目[め]が 疲[つか]れたので<b> 目薬[めぐすり]</b>をさしたよ。	My eyes were tired, so I put in some eye drops.	4k	17	5
38592	くっ付ける	くっつける	attach (something)	stick (something)	彼[かれ]は 壁[かべ]に 耳[みみ]を<b>くっ 付[つ]けて</b> 隣[となり]の 話[はなし]を 聞[き]いていたの。	He pressed his ear to the wall listening to what the people next door were saying.	5k	7	8
38599	蛋白質	たんぱくしつ	protein		<b>たんぱく 質[しつ]</b>は 大切[たいせつ]な 栄養[えいよう]です。	Protein is an important nutrient.	3k	24	10
38645	公明	こうめい	fairness	justice	役員[やくいん]は<b> 公明[こうめい]</b>な 選挙[せんきょ]で 決[き]めましょう	Let's select the committee members by a fair election.	8k	6	3
38646	海抜	かいばつ	above sea level		その 村[むら]は<b> 海抜[かいばつ]</b> 500メートルの 高[たか]さに 位置[いち]する	The village is 500 meters above sea level.	9k	25	1
38669	風速	ふうそく	wind velocity		この 台風[たいふう]で<b> 風速[ふうそく]</b> 60メートルが 記録[きろく]された	Wind speeds of 60 meters a second were recorded in this typhoon.	7k	10	9
38697	相殺	そうさい	cancellation	offset	借入金[かりいれきん]と 預金[よきん]を<b> 相殺[そうさい]</b>した	My borrowings and savings cancelled each other out.	8k	13	6
38729	表裏	ひょうり	duplicity	front and rear	彼女[かのじょ]は<b> 表裏[ひょうり]</b>のない 人[ひと]だ	She is a person without artifice.	8k	33	10
38735	雨宿り	あまやどり	shelter from the rain		夕立[ゆうだち]にあって 本屋[ほんや]で<b> 雨宿[あまやど]り</b>した	I took shelter in the bookstore during the rain shower.	8k	13	1
38779	高低	こうてい	high and low		この 山道[やまみち]は<b> 高低[こうてい]</b>の 差[さ]が 激[はげ]しい	The difference between the highs and lows on this mountain path are stark.	7k	11	3
38820	始発	しはつ	first departure		<b> 始発[しはつ]</b>の 電車[でんしゃ]に 乗[の]りました。	I took the first train.	4k	9	5
38890	運転士	うんてん し	driver		彼[かれ]は 電車[でんしゃ]の<b> 運転[うんてん] 士[し]</b>です	He is a train driver.	9k	13	2
38927	社交的	しゃこうてき	friendly	sociable	彼女[かのじょ]はとても<b> 社交[しゃこう] 的[てき]</b>だ	She is very sociable.	8k	14	2
38962	日当たり	ひあたり	exposure to the sun		この 部屋[へや]は<b> 日当[ひあ]たり</b>がいい。	This room gets a lot of sunshine.	4k	5	1
38987	常用	じょうよう	common use	daily use	容疑[ようぎ] 者[しゃ]は 薬物[やくぶつ]を<b> 常用[じょうよう]</b>していました	The suspect was using drugs regularly.	8k	17	4
39000	長話	ながばなし	long conversation	long talk	母[はは]が 電話[でんわ]で<b> 長話[ながばなし]</b>をしているんだ。	My mother is having a long talk on the phone.	3k	8	5
39078	赤飯	せきはん	cooked rice and red beans		母[はは]が 誕生[たんじょう] 日[び]にお<b> 赤飯[せきはん]</b>を 炊[た]いてくれた	My mother made steamed rice with red beans on my birthday.	7k	15	3
39086	日増しに	ひましに	day by day		彼[かれ]の 容態[ようだい]は<b> 日増[ひま]しに</b> 良[よ]くなっている	His condition is improving day by day.	7k	21	8
39113	校則	こうそく	school regulations		この 学校[がっこう]の<b> 校則[こうそく]</b>は 厳[きび]しい	Rules in this school are strict.	8k	23	3
39141	蜻蛉	とんぼ	dragonfly		土手[どて]にたくさん<b>蜻蛉[とんぼ]</b>が 飛[と]んでいた	There were a lot of dragonflies flying around the river bank.	10k	61	6
39147	折り畳み	おりたたみ	collapsible		<b>折り畳[おりたた]み</b> 傘[がさ]を 持[も]って 出[で]かけた	I took a folding umbrella when I went out.	9k	47	4
39198	間借り	まがり	renting a room		彼女[かのじょ]は 親類[しんるい]の 家[いえ]に<b> 間借[まが]り</b>しています	She is renting a room in a relative's house.	7k	18	7
39227	前払い	まえばらい	advance payment	up front payment	代金[だいきん]は<b> 前払[まえばら]い</b>です	Payments must be made in advance.	7k	35	2
39260	会心	かいしん	congenial	satisfying	彼[かれ]は<b> 会心[かいしん]</b>の 笑[え]みを 浮[う]かべている	A smile of self-satisfaction played on his lips.	7k	5	5
39290	腕白	わんぱく	naughtiness		息子[むすこ]はとても<b> 腕白[わんぱく]</b>です	My son is a rascal.	9k	24	9
39357	年賀	ねんが	New Year's celebration	New Year's gift	<b> 年賀[ねんが]</b> 葉書[はがき]が 売[う]り 出[だ]されたね。	New Year's greeting cards are now on sale.	3k	22	1
39389	日ソ	にっそ	Japanese-Soviet		当時[とうじ]、<b> 日[にっ]ソ</b> 会談[かいだん]が 開[ひら]かれた。	Japan and the Soviet Union held a meeting back in those days.	3k	2	1
39434	年表	ねんぴょう	chronological table		日本[にほん]の 歴史[れきし]を<b> 年表[ねんぴょう]</b>で 見[み]てみましょう	Let's look at the chronology table of Japanese history.	7k	9	9
